strain_entity_id,nearclone_block,original_outer_fold,formal_fold,role,A2_eligible
STRAIN_000941,NC_0470,2,5,INNER_TRAIN,True
STRAIN_000942,NC_0042,2,5,INNER_TRAIN,True
STRAIN_000943,NC_0015,3,5,INNER_TRAIN,True
STRAIN_000944,NC_0471,4,5,INNER_TRAIN,True
STRAIN_000945,NC_0472,3,5,INNER_TRAIN,True
STRAIN_000946,NC_0006,5,5,OUTER_TEST,True
STRAIN_000947,NC_0098,3,5,INNER_TRAIN,True
STRAIN_000948,NC_0473,3,5,INNER_VAL,True
STRAIN_000949,NC_0017,1,5,INNER_TRAIN,True
STRAIN_000950,NC_0079,5,5,OUTER_TEST,True
STRAIN_000951,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000952,NC_0474,3,5,INNER_TRAIN,True
STRAIN_000953,NC_0475,3,5,INNER_TRAIN,True
STRAIN_000955,NC_0476,1,5,INNER_TRAIN,True
STRAIN_000956,NC_0099,4,5,INNER_TRAIN,True
STRAIN_000957,NC_0006,5,5,OUTER_TEST,True
STRAIN_000958,NC_0006,5,5,OUTER_TEST,True
STRAIN_000959,NC_0006,5,5,OUTER_TEST,True
STRAIN_000964,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000967,NC_0062,1,5,INNER_TRAIN,True
STRAIN_000969,NC_0477,2,5,INNER_VAL,True
STRAIN_000970,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000975,NC_0478,1,5,INNER_TRAIN,True
STRAIN_000976,NC_0479,2,5,INNER_TRAIN,True
STRAIN_000977,NC_0057,2,5,INNER_VAL,True
STRAIN_000979,NC_0480,2,5,INNER_TRAIN,True
STRAIN_000980,NC_0006,5,5,OUTER_TEST,True
STRAIN_000985,NC_0026,5,5,OUTER_TEST,True
STRAIN_000988,NC_0102,4,5,INNER_TRAIN,True
STRAIN_000989,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000990,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000991,NC_0031,1,5,INNER_VAL,True
STRAIN_000993,NC_0084,1,5,INNER_TRAIN,True
STRAIN_000994,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000995,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000998,NC_0016,4,5,INNER_TRAIN,True
STRAIN_001005,NC_0063,5,5,OUTER_TEST,True
STRAIN_001006,NC_0107,1,5,INNER_TRAIN,True
STRAIN_001007,NC_0107,1,5,INNER_TRAIN,True
STRAIN_001008,NC_0481,5,5,OUTER_TEST,True
STRAIN_001009,NC_0482,1,5,INNER_TRAIN,True
STRAIN_001010,NC_0022,3,5,INNER_TRAIN,True
STRAIN_001011,NC_0483,3,5,INNER_VAL,True
STRAIN_001012,NC_0484,3,5,INNER_VAL,True
STRAIN_001013,NC_0485,1,5,INNER_VAL,True
STRAIN_001014,NC_0006,5,5,OUTER_TEST,True
STRAIN_001015,NC_0077,2,5,INNER_TRAIN,True
STRAIN_001016,NC_0486,4,5,INNER_TRAIN,True
STRAIN_001017,NC_0018,5,5,OUTER_TEST,True
STRAIN_001018,NC_0063,5,5,OUTER_TEST,True
STRAIN_001019,NC_0053,1,5,INNER_TRAIN,True
STRAIN_001021,NC_0001,1,5,INNER_TRAIN,True
STRAIN_001022,NC_0487,3,5,INNER_TRAIN,True
STRAIN_001023,NC_0488,4,5,INNER_TRAIN,True
STRAIN_001024,NC_0106,4,5,INNER_TRAIN,True
STRAIN_001025,NC_0006,5,5,OUTER_TEST,True
