outer_fold,strain_entity_id,species,nearclone_block,original_outer_fold,role
3,STRAIN_000798,Limosilactobacillus fermentum,NC_0425,1,INNER_TRAIN
3,STRAIN_000799,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
3,STRAIN_000800,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
3,STRAIN_000803,Lactiplantibacillus plantarum,NC_0427,2,INNER_TRAIN
3,STRAIN_000804,Lacticaseibacillus paracasei,NC_0428,1,INNER_TRAIN
3,STRAIN_000805,Streptococcus thermophilus,NC_0429,1,INNER_TRAIN
3,STRAIN_000806,Bifidobacterium longum subsp. longum,NC_0047,2,INNER_TRAIN
3,STRAIN_000807,Lacticaseibacillus paracasei,NC_0026,5,INNER_TRAIN
3,STRAIN_000809,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000810,Limosilactobacillus fermentum,NC_0036,1,INNER_TRAIN
3,STRAIN_000811,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
3,STRAIN_000812,Bifidobacterium breve,NC_0080,2,INNER_TRAIN
3,STRAIN_000813,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000814,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
3,STRAIN_000815,Bifidobacterium longum subsp. infantis,NC_0045,4,INNER_TRAIN
3,STRAIN_000816,Lacticaseibacillus paracasei subsp. paracasei,NC_0013,1,INNER_TRAIN
3,STRAIN_000817,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000818,Lactiplantibacillus plantarum,NC_0431,2,INNER_TRAIN
3,STRAIN_000819,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
3,STRAIN_000820,Lactococcus lactis subsp. lactis,NC_0432,4,INNER_TRAIN
3,STRAIN_000821,Lacticaseibacillus paracasei,NC_0433,4,INNER_TRAIN
3,STRAIN_000823,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
3,STRAIN_000824,Streptococcus thermophilus,NC_0435,5,INNER_TRAIN
3,STRAIN_000826,Lacticaseibacillus rhamnosus,NC_0436,4,INNER_TRAIN
3,STRAIN_000827,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
3,STRAIN_000829,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
3,STRAIN_000831,Lacticaseibacillus paracasei,NC_0026,5,INNER_TRAIN
3,STRAIN_000832,Lacticaseibacillus paracasei,NC_0056,2,INNER_TRAIN
3,STRAIN_000833,Limosilactobacillus fermentum,NC_0437,5,INNER_TRAIN
3,STRAIN_000834,Levilactobacillus brevis,NC_0083,2,INNER_TRAIN
3,STRAIN_000835,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000837,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000838,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
3,STRAIN_000840,Streptococcus thermophilus,NC_0439,2,INNER_TRAIN
3,STRAIN_000842,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000843,Lactiplantibacillus plantarum,NC_0009,5,INNER_TRAIN
3,STRAIN_000844,Lactiplantibacillus plantarum,NC_0009,5,INNER_TRAIN
3,STRAIN_000845,Bifidobacterium bifidum,NC_0440,1,INNER_TRAIN
3,STRAIN_000846,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000847,Lacticaseibacillus paracasei,NC_0026,5,INNER_TRAIN
3,STRAIN_000849,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000851,Bifidobacterium adolescentis,NC_0441,1,INNER_TRAIN
3,STRAIN_000852,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000854,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000855,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
3,STRAIN_000856,Limosilactobacillus reuteri,NC_0443,2,INNER_TRAIN
3,STRAIN_000857,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000859,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000860,Bifidobacterium longum subsp. longum,NC_0027,5,INNER_TRAIN
3,STRAIN_000862,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000864,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000865,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000866,Bifidobacterium adolescentis,NC_0445,2,INNER_TRAIN
3,STRAIN_000867,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
3,STRAIN_000869,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
3,STRAIN_000875,Limosilactobacillus reuteri,NC_0024,4,INNER_TRAIN
3,STRAIN_000876,Bifidobacterium breve,NC_0451,1,INNER_TRAIN
3,STRAIN_000877,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000879,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
3,STRAIN_000880,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000881,Limosilactobacillus reuteri,NC_0452,2,INNER_TRAIN
3,STRAIN_000882,Lactiplantibacillus plantarum,NC_0097,2,INNER_TRAIN
3,STRAIN_000883,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000885,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000888,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000890,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000893,Lactococcus lactis,NC_0455,2,INNER_TRAIN
3,STRAIN_000894,Bifidobacterium bifidum,NC_0055,5,INNER_TRAIN
3,STRAIN_000896,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000897,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000899,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000900,Bifidobacterium animalis,NC_0004,2,INNER_TRAIN
3,STRAIN_000903,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
3,STRAIN_000904,Lacticaseibacillus rhamnosus,NC_0019,2,INNER_TRAIN
3,STRAIN_000905,Limosilactobacillus fermentum,NC_0458,2,INNER_TRAIN
3,STRAIN_000906,Lactiplantibacillus plantarum,NC_0046,4,INNER_TRAIN
3,STRAIN_000907,Limosilactobacillus reuteri,NC_0459,4,INNER_TRAIN
3,STRAIN_000908,Lacticaseibacillus paracasei,NC_0043,5,INNER_TRAIN
3,STRAIN_000909,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000911,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000912,Lacticaseibacillus casei,NC_0020,2,INNER_TRAIN
3,STRAIN_000913,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000914,Lactococcus lactis subsp. lactis,NC_0460,4,INNER_TRAIN
3,STRAIN_000915,Lacticaseibacillus paracasei subsp. paracasei,NC_0461,4,INNER_TRAIN
3,STRAIN_000917,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
3,STRAIN_000918,Lacticaseibacillus paracasei,NC_0463,5,INNER_TRAIN
3,STRAIN_000919,Lacticaseibacillus casei,NC_0020,2,INNER_TRAIN
3,STRAIN_000920,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000921,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
3,STRAIN_000922,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
3,STRAIN_000924,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
3,STRAIN_000925,Lacticaseibacillus rhamnosus,NC_0465,5,INNER_TRAIN
3,STRAIN_000929,Lacticaseibacillus casei,NC_0020,2,INNER_TRAIN
3,STRAIN_000930,Lacticaseibacillus rhamnosus,NC_0023,4,INNER_TRAIN
3,STRAIN_000931,Limosilactobacillus reuteri,NC_0024,4,INNER_TRAIN
3,STRAIN_000932,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000933,Bifidobacterium pseudocatenulatum,NC_0467,4,INNER_TRAIN
3,STRAIN_000934,Limosilactobacillus fermentum,NC_0468,4,INNER_TRAIN
3,STRAIN_000935,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000936,Limosilactobacillus reuteri subsp. kinnaridis,NC_0031,1,INNER_TRAIN
3,STRAIN_000937,Limosilactobacillus reuteri subsp. kinnaridis,NC_0031,1,INNER_TRAIN
3,STRAIN_000940,Lacticaseibacillus rhamnosus,NC_0469,4,INNER_TRAIN
3,STRAIN_000941,Limosilactobacillus reuteri,NC_0470,2,INNER_TRAIN
3,STRAIN_000942,Lactiplantibacillus plantarum,NC_0042,2,INNER_TRAIN
3,STRAIN_000944,Levilactobacillus brevis,NC_0471,4,INNER_TRAIN
3,STRAIN_000946,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000949,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
3,STRAIN_000950,Bifidobacterium breve,NC_0079,5,INNER_TRAIN
3,STRAIN_000951,Lactiplantibacillus plantarum,NC_0008,2,INNER_TRAIN
3,STRAIN_000955,Lactobacillus delbrueckii subsp. lactis,NC_0476,1,INNER_TRAIN
3,STRAIN_000956,Limosilactobacillus fermentum,NC_0099,4,INNER_TRAIN
3,STRAIN_000957,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000958,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000959,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000967,Limosilactobacillus fermentum,NC_0062,1,INNER_TRAIN
3,STRAIN_000969,Lactobacillus acidophilus,NC_0477,2,INNER_TRAIN
3,STRAIN_000970,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000975,Lactobacillus helveticus,NC_0478,1,INNER_TRAIN
3,STRAIN_000976,Lactiplantibacillus plantarum subsp. plantarum,NC_0479,2,INNER_TRAIN
3,STRAIN_000977,Lactiplantibacillus plantarum,NC_0057,2,INNER_TRAIN
3,STRAIN_000980,Lactiplantibacillus plantarum subsp. plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000985,Lacticaseibacillus paracasei,NC_0026,5,INNER_TRAIN
3,STRAIN_000988,Levilactobacillus brevis,NC_0102,4,INNER_TRAIN
3,STRAIN_000991,Limosilactobacillus reuteri,NC_0031,1,INNER_TRAIN
3,STRAIN_000993,Bifidobacterium longum,NC_0084,1,INNER_TRAIN
3,STRAIN_000994,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_000995,Bifidobacterium animalis subsp. lactis,NC_0004,2,INNER_TRAIN
3,STRAIN_000998,Lactococcus lactis,NC_0016,4,INNER_TRAIN
3,STRAIN_001005,Lactiplantibacillus plantarum,NC_0063,5,INNER_TRAIN
3,STRAIN_001006,Lactiplantibacillus plantarum,NC_0107,1,INNER_TRAIN
3,STRAIN_001007,Lactiplantibacillus plantarum,NC_0107,1,INNER_TRAIN
3,STRAIN_001009,Streptococcus thermophilus,NC_0482,1,INNER_TRAIN
3,STRAIN_001013,Lactobacillus acidophilus,NC_0485,1,INNER_TRAIN
3,STRAIN_001014,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_001015,Limosilactobacillus reuteri,NC_0077,2,INNER_TRAIN
3,STRAIN_001016,Bifidobacterium breve,NC_0486,4,INNER_TRAIN
3,STRAIN_001017,Bifidobacterium longum subsp. infantis,NC_0018,5,INNER_TRAIN
3,STRAIN_001018,Lactiplantibacillus plantarum,NC_0063,5,INNER_TRAIN
3,STRAIN_001019,Levilactobacillus brevis,NC_0053,1,INNER_TRAIN
3,STRAIN_001021,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
3,STRAIN_001023,Limosilactobacillus fermentum,NC_0488,4,INNER_TRAIN
3,STRAIN_001025,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
3,STRAIN_000032,Bifidobacterium animalis,NC_0113,5,INNER_VAL
3,STRAIN_000036,Lactiplantibacillus plantarum,NC_0067,5,INNER_VAL
3,STRAIN_000062,Bifidobacterium breve,NC_0037,5,INNER_VAL
3,STRAIN_000077,Bifidobacterium longum,NC_0070,4,INNER_VAL
3,STRAIN_000081,Lactococcus lactis,NC_0048,5,INNER_VAL
3,STRAIN_000086,Limosilactobacillus reuteri,NC_0135,5,INNER_VAL
3,STRAIN_000105,Lactococcus cremoris subsp. cremoris,NC_0048,5,INNER_VAL
3,STRAIN_000132,Lacticaseibacillus paracasei,NC_0049,4,INNER_VAL
3,STRAIN_000157,Lactococcus cremoris subsp. cremoris,NC_0048,5,INNER_VAL
3,STRAIN_000161,Bifidobacterium dentium,NC_0179,1,INNER_VAL
3,STRAIN_000169,Bifidobacterium breve DSM 20213 = JCM 1192,NC_0037,5,INNER_VAL
3,STRAIN_000171,Ligilactobacillus salivarius DSM 20555 =,NC_0183,2,INNER_VAL
3,STRAIN_000186,Rahnella aceris,NC_0192,1,INNER_VAL
3,STRAIN_000188,Lactobacillus delbrueckii subsp. bulgaricus,NC_0194,1,INNER_VAL
3,STRAIN_000201,Lactobacillus kefiranofaciens subsp. kefiranofaciens,NC_0202,2,INNER_VAL
3,STRAIN_000220,Bifidobacterium bifidum,NC_0212,2,INNER_VAL
3,STRAIN_000226,Streptococcus salivarius,NC_0215,2,INNER_VAL
3,STRAIN_000236,Bifidobacterium thermophilum,NC_0219,4,INNER_VAL
3,STRAIN_000249,Lacticaseibacillus paracasei,NC_0049,4,INNER_VAL
3,STRAIN_000287,Bacillus subtilis subsp. subtilis str. OH 131.1,NC_0241,1,INNER_VAL
3,STRAIN_000311,Azotobacter chroococcum,NC_0254,4,INNER_VAL
3,STRAIN_000321,Streptococcus thermophilus,NC_0258,1,INNER_VAL
3,STRAIN_000323,Levilactobacillus brevis,NC_0260,5,INNER_VAL
3,STRAIN_000328,Bifidobacterium pseudocatenulatum,NC_0261,5,INNER_VAL
3,STRAIN_000341,Limosilactobacillus fermentum,NC_0041,4,INNER_VAL
3,STRAIN_000350,Bifidobacterium breve DSM 20213 =,NC_0037,5,INNER_VAL
3,STRAIN_000358,Lacticaseibacillus paracasei,NC_0275,1,INNER_VAL
3,STRAIN_000365,Bifidobacterium longum subsp. infantis,NC_0276,5,INNER_VAL
3,STRAIN_000368,Bifidobacterium longum,NC_0278,5,INNER_VAL
3,STRAIN_000370,Limosilactobacillus fermentum,NC_0041,4,INNER_VAL
3,STRAIN_000386,Bifidobacterium longum subsp. longum,NC_0282,2,INNER_VAL
3,STRAIN_000389,Lactobacillus delbrueckii subsp. bulgaricus,NC_0086,1,INNER_VAL
3,STRAIN_000402,Clostridium butyricum,NC_0285,2,INNER_VAL
3,STRAIN_000407,Lactiplantibacillus plantarum,NC_0286,2,INNER_VAL
3,STRAIN_000439,Limosilactobacillus reuteri,NC_0298,2,INNER_VAL
3,STRAIN_000445,Lactobacillus delbrueckii subsp. bulgaricus,NC_0086,1,INNER_VAL
3,STRAIN_000481,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_VAL
3,STRAIN_000482,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_VAL
3,STRAIN_000486,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_VAL
3,STRAIN_000498,Bifidobacterium pseudolongum,NC_0323,5,INNER_VAL
3,STRAIN_000517,Limosilactobacillus fermentum,NC_0041,4,INNER_VAL
3,STRAIN_000519,Limosilactobacillus fermentum,NC_0333,1,INNER_VAL
3,STRAIN_000542,Bifidobacterium breve,NC_0094,5,INNER_VAL
3,STRAIN_000550,Lactiplantibacillus plantarum,NC_0096,5,INNER_VAL
3,STRAIN_000557,Limosilactobacillus reuteri,NC_0344,2,INNER_VAL
3,STRAIN_000572,Bifidobacterium longum subsp. longum,NC_0348,4,INNER_VAL
3,STRAIN_000592,Limosilactobacillus reuteri,NC_0354,4,INNER_VAL
3,STRAIN_000595,Limosilactobacillus fermentum,NC_0356,2,INNER_VAL
3,STRAIN_000605,Lactiplantibacillus plantarum,NC_0067,5,INNER_VAL
3,STRAIN_000614,Bifidobacterium longum,NC_0070,4,INNER_VAL
3,STRAIN_000622,Bifidobacterium breve,NC_0361,4,INNER_VAL
3,STRAIN_000628,Pediococcus acidilactici,NC_0363,4,INNER_VAL
3,STRAIN_000630,Lactiplantibacillus plantarum,NC_0100,5,INNER_VAL
3,STRAIN_000635,Bifidobacterium breve,NC_0094,5,INNER_VAL
3,STRAIN_000636,Bifidobacterium longum subsp. infantis,NC_0366,4,INNER_VAL
3,STRAIN_000638,Bifidobacterium longum,NC_0367,4,INNER_VAL
3,STRAIN_000643,Levilactobacillus brevis,NC_0370,2,INNER_VAL
3,STRAIN_000659,Limosilactobacillus reuteri,NC_0377,4,INNER_VAL
3,STRAIN_000680,Limosilactobacillus fermentum,NC_0041,4,INNER_VAL
3,STRAIN_000687,Lactococcus lactis,NC_0389,4,INNER_VAL
3,STRAIN_000707,Limosilactobacillus fermentum,NC_0393,4,INNER_VAL
3,STRAIN_000736,Bifidobacterium bifidum,NC_0404,4,INNER_VAL
3,STRAIN_000738,Lacticaseibacillus paracasei,NC_0049,4,INNER_VAL
3,STRAIN_000747,Bifidobacterium longum subsp. longum,NC_0406,4,INNER_VAL
3,STRAIN_000749,Limosilactobacillus fermentum,NC_0407,4,INNER_VAL
3,STRAIN_000758,Bifidobacterium longum subsp. longum,NC_0412,5,INNER_VAL
3,STRAIN_000764,Bifidobacterium bifidum,NC_0414,4,INNER_VAL
3,STRAIN_000774,Streptococcus thermophilus,NC_0416,5,INNER_VAL
3,STRAIN_000822,Limosilactobacillus fermentum,NC_0434,1,INNER_VAL
3,STRAIN_000848,Lactiplantibacillus plantarum,NC_0100,5,INNER_VAL
3,STRAIN_000870,Limosilactobacillus reuteri,NC_0446,5,INNER_VAL
3,STRAIN_000872,Bifidobacterium longum,NC_0448,5,INNER_VAL
3,STRAIN_000874,Bifidobacterium breve,NC_0450,2,INNER_VAL
3,STRAIN_000892,Lactobacillus gasseri,NC_0106,4,INNER_VAL
3,STRAIN_000901,Bifidobacterium breve,NC_0037,5,INNER_VAL
3,STRAIN_000928,Lactiplantibacillus plantarum,NC_0096,5,INNER_VAL
3,STRAIN_000979,Limosilactobacillus fermentum,NC_0480,2,INNER_VAL
3,STRAIN_001008,Lactococcus lactis subsp. lactis,NC_0481,5,INNER_VAL
3,STRAIN_001024,Lactobacillus gasseri,NC_0106,4,INNER_VAL
3,STRAIN_000001,Bifidobacterium longum subsp. longum,NC_0022,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000031,Levilactobacillus brevis,NC_0112,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000040,Lactiplantibacillus plantarum,NC_0115,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000044,Lactobacillus gasseri,NC_0117,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000068,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000083,Limosilactobacillus reuteri,NC_0132,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000090,Lacticaseibacillus rhamnosus DSM 20021 = JCM 1136 = NBRC 3425,NC_0015,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000095,Bifidobacterium longum subsp. longum,NC_0141,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000099,Sinorhizobium meliloti,NC_0144,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000106,Shouchella clausii,NC_0149,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000108,Limosilactobacillus fermentum,NC_0028,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000110,Azorhizobium caulinodans,NC_0151,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000112,Lacticaseibacillus rhamnosus GG,NC_0015,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000124,Pediococcus pentosaceus,NC_0160,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000127,Lactobacillus helveticus,NC_0161,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000131,Anoxybacillus flavithermus,NC_0164,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000133,Opitutus terrae,NC_0165,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000150,Lacticaseibacillus rhamnosus GG,NC_0015,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000155,Bifidobacterium longum subsp. longum,NC_0176,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000159,Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000163,Bifidobacterium adolescentis,NC_0180,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000170,Limosilactobacillus fermentum,NC_0028,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000175,Bifidobacterium bifidum,NC_0184,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000177,Lactobacillus crispatus,NC_0186,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000196,Bifidobacterium longum subsp. longum,NC_0022,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000197,Bifidobacterium longum subsp. infantis,NC_0199,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000198,Bacillus amyloliquefaciens DSM 7 = ATCC 23350,NC_0200,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000207,Streptococcus salivarius,NC_0205,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000211,Lacticaseibacillus rhamnosus,NC_0014,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000214,Lactiplantibacillus plantarum subsp. plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000216,Streptococcus thermophilus,NC_0050,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000229,Lactococcus cremoris subsp. cremoris,NC_0051,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000234,Lactococcus lactis subsp. lactis,NC_0052,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000237,Bacillus subtilis subsp. subtilis str.,NC_0078,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000244,Limosilactobacillus reuteri,NC_0222,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000248,Lacticaseibacillus rhamnosus,NC_0014,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000259,Limosilactobacillus fermentum,NC_0028,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000273,Bifidobacterium breve,NC_0237,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000277,Streptococcus thermophilus,NC_0239,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000278,Lacticaseibacillus paracasei,NC_0081,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000290,Limosilactobacillus reuteri,NC_0243,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000296,Bifidobacterium longum subsp. longum,NC_0022,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000301,Lactiplantibacillus plantarum,NC_0038,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000303,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,NC_0082,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000312,Bifidobacterium adolescentis,NC_0255,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000318,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000322,Streptococcus thermophilus,NC_0259,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000326,Lacticaseibacillus rhamnosus,NC_0014,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000338,Lactobacillus helveticus,NC_0267,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000340,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000352,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,NC_0082,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000359,Lacticaseibacillus paracasei,NC_0025,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000362,Lactiplantibacillus plantarum subsp. plantarum,NC_0010,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000367,Bifidobacterium breve,NC_0085,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000374,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000375,Lactococcus lactis subsp. lactis,NC_0052,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000376,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000388,Bacillus subtilis subsp. subtilis,NC_0078,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000416,Lactiplantibacillus plantarum,NC_0010,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000419,Lacticaseibacillus rhamnosus,NC_0015,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000423,Limosilactobacillus fermentum,NC_0293,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000428,Lacticaseibacillus rhamnosus,NC_0014,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000435,Lactiplantibacillus plantarum,NC_0296,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000437,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000440,Lactiplantibacillus plantarum subsp. plantarum,NC_0299,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000447,Lacticaseibacillus rhamnosus,NC_0302,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000448,Lactiplantibacillus plantarum,NC_0003,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000451,Lactiplantibacillus plantarum,NC_0038,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000453,Levilactobacillus brevis,NC_0305,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000454,Lactiplantibacillus plantarum,NC_0010,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000457,Lacticaseibacillus rhamnosus,NC_0014,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000458,Lactococcus cremoris,NC_0051,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000459,Lactococcus lactis subsp. lactis,NC_0308,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000463,Lactococcus cremoris,NC_0051,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000470,Lacticaseibacillus paracasei,NC_0025,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000475,Limosilactobacillus reuteri,NC_0314,3,OUTER_HOLDOUT_UNTOUCHED
3,STRAIN_000478,Lacticaseibacillus rhamnosus,NC_0015,3,OUTER_HOLDOUT_UNTOUCHED
